_dummy,_prepare,_run,acc,accuracy,aspectRatio,auto_log,average_response_time,avg_rt,background,bidi,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,correct,correct__boks,correct_boks,correct_continue_after_feedback,correct_continue_after_instructions,correct_continue_after_practice,correct_end_of_experiment_keypress,correct_response,count_TODO,count__eyelink_stop_recording,count__loop,count__practice_block_loop,count__practice_block_sequence,count_block_loop,count_block_sequence,count_cog_dict,count_constants,count_correct_response,count_display,count_end_of_experiment,count_end_of_experiment_keypress,count_end_of_practice,count_end_practice,count_experiment,count_experimental_loop,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_feedback_correct,count_feedback_incorrect,count_feedback_info,count_logger,count_loop,count_practice_block_loop,count_practice_block_sequence,count_practice_loop,count_ratio_px_degrees,count_reset_feedback,count_response_msg,count_rotate,count_sequence,count_start_practice,count_trial_sequence,currBlock,cycles,description,dev,direction,duration,ecc,feedback_dur,flip,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,hScaled,hStim,height,item,keyboard_backend,log_msg,maxEccDegr,minEccDegr,mode,mouse_backend,msg,note,order,path,practice,pxDegrRatio,realAngle,repeat,repeat_cycle,reset_variables,respNon,respObject,response,response__boks,response_boks,response_continue_after_feedback,response_continue_after_instructions,response_continue_after_practice,response_end_of_experiment_keypress,response_end_of_practice,response_time,response_time__boks,response_time_boks,response_time_continue_after_feedback,response_time_continue_after_instructions,response_time_continue_after_practice,response_time_end_of_experiment_keypress,response_time_end_of_practice,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,skip,start,start_response_interval,stimRotARadial,stimRotBRadial,stim_name,stim_type,subject_nr,subject_parity,synth_backend,throttle,time_TODO,time__eyelink_stop_recording,time__loop,time__practice_block_loop,time__practice_block_sequence,time_block_loop,time_block_sequence,time_cog_dict,time_constants,time_correct_response,time_display,time_end_of_experiment,time_end_of_experiment_keypress,time_end_of_practice,time_end_practice,time_experiment,time_experimental_loop,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_feedback_correct,time_feedback_incorrect,time_feedback_info,time_logger,time_loop,time_practice_block_loop,time_practice_block_sequence,time_practice_loop,time_ratio_px_degrees,time_reset_feedback,time_response_msg,time_rotate,time_sequence,time_start_practice,time_trial_sequence,timeout,title,totalBlocks,tracker_attached,transparent_variables,visual_field,wScaled,wStim,width,xCen,xCog,xStim,xpos,yCen,yStim,ypos
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","547","547","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","547","NA","NA","NA","NA","0","NA","NA","0","NA","NA","547","0","NA","Logs experimental data","NA","0","NA","177","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.50637269005","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70021.8009949","70021.8241215","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70059.2300892","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70021.7220783","NA","Extended template","NA","NA","no","lower","240","720","1024","512","34.2563568121","-11","NA","384","-176","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","548","548","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","548","NA","NA","NA","NA","0","NA","NA","0","NA","NA","548","0","NA","Logs experimental data","NA","20","NA","230","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.57135322913","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70143.5620785","70143.5849667","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70193.4270859","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70143.4881687","NA","Extended template","NA","NA","no","upper","240","720","1024","512","0.384262651214","-78","NA","384","216","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","549","549","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","549","NA","NA","NA","NA","0","NA","NA","0","NA","NA","549","0","NA","Logs experimental data","NA","20","NA","170","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_washingbrush.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.63864559848","washingbrush","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70272.2771168","70272.2990513","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70308.5780144","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70272.2029686","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-34.656325292","68","NA","384","-155","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","550","550","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","550","NA","NA","NA","NA","0","NA","NA","0","NA","NA","550","0","NA","Logs experimental data","NA","0","NA","187","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_hammer.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.65801751699","hammer","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70387.5670433","70387.5920773","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70433.3679676","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70387.4840736","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-49.0555481168","16","NA","384","-186","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","551","551","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","551","NA","NA","NA","NA","0","NA","NA","0","NA","NA","551","0","NA","Logs experimental data","NA","20","NA","209","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_hammer.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.64887578474","hammer","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70527.0910263","70527.1401405","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70588.1650448","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70526.9579887","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-49.0555481168","86","NA","384","-190","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","552","552","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","552","NA","NA","NA","NA","0","NA","NA","0","NA","NA","552","0","NA","Logs experimental data","NA","20","NA","176","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_peeler.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.57033848898","peeler","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70702.5990486","70702.6441097","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70747.4691868","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70702.4669647","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-0.241738381174","-60","NA","384","165","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","553","553","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","553","NA","NA","NA","NA","0","NA","NA","0","NA","NA","553","0","NA","Logs experimental data","NA","0","NA","174","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_peeler.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.57125942711","peeler","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70838.2401466","70838.2639885","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","70881.0811043","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70838.1581306","NA","Extended template","NA","NA","no","upper","240","720","1024","512","0.241738381174","0","NA","384","173","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","554","554","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","554","NA","NA","NA","NA","0","NA","NA","0","NA","NA","554","0","NA","Logs experimental data","NA","-20","NA","225","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.52008967169","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","70968.8601494","70968.9040184","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71012.9599571","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","70968.7731266","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-34.2563568121","87","NA","384","207","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","555","555","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","555","NA","NA","NA","NA","0","NA","NA","0","NA","NA","555","0","NA","Logs experimental data","NA","-20","NA","178","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.57007673394","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71104.7341824","71104.7639847","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71148.7631798","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71104.640007","NA","Extended template","NA","NA","no","lower","240","720","1024","512","0.384262651214","-60","NA","384","-167","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","556","556","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","556","NA","NA","NA","NA","0","NA","NA","0","NA","NA","556","0","NA","Logs experimental data","NA","20","NA","224","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.57136814615","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71240.8511639","71240.8959866","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71286.4730358","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71240.6730652","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-0.384262651214","76","NA","384","-210","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","557","557","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","557","NA","NA","NA","NA","0","NA","NA","0","NA","NA","557","0","NA","Logs experimental data","NA","20","NA","180","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_hammer.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.48013354095","hammer","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71382.7190399","71382.7450275","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71433.7790012","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71382.6131821","NA","Extended template","NA","NA","no","lower","240","720","1024","512","49.0924872956","45","NA","384","-174","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","558","558","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","558","NA","NA","NA","NA","0","NA","NA","0","NA","NA","558","0","NA","Logs experimental data","NA","-20","NA","220","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.57137854287","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71524.3179798","71524.3589878","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71581.8741322","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71524.2071152","NA","Extended template","NA","NA","no","upper","240","720","1024","512","0.384262651214","75","NA","384","206","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","559","559","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","559","NA","NA","NA","NA","0","NA","NA","0","NA","NA","559","0","NA","Logs experimental data","NA","20","NA","237","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.52265302649","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71676.9411564","71676.9750118","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71736.8760109","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71676.8541336","NA","Extended template","NA","NA","no","lower","240","720","1024","512","34.2563568121","70","NA","384","-226","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","560","560","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","560","NA","NA","NA","NA","0","NA","NA","0","NA","NA","560","0","NA","Logs experimental data","NA","-20","NA","206","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_fork.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.62096777322","fork","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71829.14114","71829.1749954","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","71894.1950798","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71829.03409","NA","Extended template","NA","NA","no","upper","240","720","1024","512","31.0319959052","60","NA","384","196","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","561","561","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","561","NA","NA","NA","NA","0","NA","NA","0","NA","NA","561","0","NA","Logs experimental data","NA","20","NA","191","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_chisel2.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.5651344258","chisel2","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","71990.1790619","71990.2091026","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72043.1640148","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","71990.0829792","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-3.24430393552","-64","NA","384","179","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","562","562","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","562","NA","NA","NA","NA","0","NA","NA","0","NA","NA","562","0","NA","Logs experimental data","NA","-20","NA","188","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.51013263103","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","72147.2120285","72147.2380161","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72207.406044","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","72147.1140385","NA","Extended template","NA","NA","no","lower","240","720","1024","512","34.2563568121","-74","NA","384","-172","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","563","563","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","563","NA","NA","NA","NA","0","NA","NA","0","NA","NA","563","0","NA","Logs experimental data","NA","20","NA","194","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_paintbrush.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.51811351939","paintbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","72304.8501015","72304.8889637","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72347.2950459","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","72304.7339916","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-30.6897921115","-56","NA","384","185","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","564","564","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","564","NA","NA","NA","NA","0","NA","NA","0","NA","NA","564","0","NA","Logs experimental data","NA","-20","NA","185","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_hammer.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.48263705704","hammer","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","72437.800169","72437.8230572","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72480.4840088","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","72437.7250671","NA","Extended template","NA","NA","no","lower","240","720","1024","512","49.0555481168","-78","NA","384","-167","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","0","565","565","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","565","NA","NA","NA","NA","0","NA","NA","0","NA","NA","565","0","NA","Logs experimental data","NA","0","NA","189","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_screwdriver.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.48913580708","screwdriver","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","72577.4810314","72577.5110722","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72645.5020905","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","72577.3541927","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-46.4047095766","15","NA","384","188","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","1","1","NA","0","566","566","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","566","NA","NA","NA","NA","0","NA","NA","0","NA","NA","566","0","NA","Logs experimental data","NA","-20","NA","221","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_sharpeningsteel.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.61363413526","sharpeningsteel","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","41187.4849796","41187.4001026","NA","520.059108734","72746.8111515","72746.8371391","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","72797.1551418","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","72746.7241287","NA","Extended template","NA","NA","no","upper","240","720","1024","512","28.4188527416","66","NA","384","210","NA"
